pl_eff	ind_tx	ind_rx	tx_elem_gain	rx_elem_gain	tx_bf	rx_bf	aod_theta	aod_phi	aoa_theta	aoa_phi	pl_min	BS_type	link_state	SNR
94.4496203076566	0	0	4.20496117938905	-11.324957031141196	18.061799739838875	12.041199826559247	12.237030029296875	-26.741464614868164	-15.995841979980469	-153.34268188476562	117.43267822265625	1	2.0	10.529779779063773
72.44288812045122	1	0	1.8363625077257026	-3.712366473999248	18.06179973983887	12.041199826559247	28.861053466796875	140.7898406982422	-27.77410125732422	-119.27014923095703	96.75884246826172	1	1.0	32.53651196626916
82.39244248470581	2	0	-2.456105675925695	-8.767897776643284	18.06179973983887	12.041199826559247	15.455970764160156	-173.01210021972656	-15.455970764160156	6.987898349761963	101.27143859863281	1	1.0	22.586957602014564
74.11876930872698	2	0	5.700400913235291	-8.55027495430419	18.061799739838875	12.041199826559247	16.241378784179688	-116.64988708496094	-16.241378784179688	63.35011291503906	101.37189483642578	1	1.0	30.860630777993393
73.27231276989473	1	0	-1.6291968733883468	-4.2047870338562685	18.061799739838875	12.041199826559247	24.933425903320312	77.08281707763672	-24.933425903320312	-102.91718292236328	97.54132843017578	1	1.0	31.70708731682565
81.25677459266262	2	0	-4.099451534567324	-7.086914117367396	18.061799739838875	12.041199826559247	17.499961853027344	-176.92593383789062	-17.499961853027344	3.074070453643799	100.17340850830078	1	1.0	23.722625494057752
85.3751822648635	0	0	2.0241059259926626	-13.897574474356581	18.06179973983886	12.041199826559247	11.311065673828125	38.813846588134766	-11.311065673828125	-141.1861572265625	103.6047134399414	1	1.0	19.604217821856878
74.31571761178795	0	0	-8.889794658869505	-1.1361338657482385	18.061799739838875	12.041199826559247	34.980072021484375	-57.23152160644531	-34.980072021484375	122.76847839355469	94.39281463623047	1	1.0	30.66368247493243
82.24678053244462	1	0	1.8072266024985035	-9.234329857130554	18.061799739838868	12.041199826559248	31.727340698242188	135.00527954101562	-14.460601806640625	-65.31605529785156	103.56717681884766	1	2.0	22.732619554275757
83.86727692322499	0	0	-0.6751329996165012	-10.941971187760842	18.061799739838875	12.041199826559248	14.466087341308594	47.51689910888672	-14.466087341308594	-132.48309326171875	102.3531723022461	1	1.0	21.112123163495383
64.32679559595925	0	0	-4.136009288257396	2.13465040424788	18.061799739838875	12.04119982655925	45.54375076293945	-26.391916275024414	-45.54374694824219	153.6080780029297	92.42843627929688	1	1.0	40.65260449076112
90.41782246143956	2	0	2.256139798718092	-13.462997579105505	18.06179973983887	12.04119982655925	5.657432556152344	-161.0927276611328	-6.0874481201171875	-64.94413757324219	109.31396484375	1	2.0	14.561577625280819
90.82747497893817	2	0	6.729998244047165	-16.723163913227395	18.061799739838868	12.041199826559247	-1.0948715209960938	-138.16220092773438	-3.356475830078125	-53.321231842041016	110.93730926513672	1	2.0	14.151925107782205
98.5495244671411	1	0	6.599860455768525	-12.858074567374388	18.06179973983887	12.041199826559245	8.5679931640625	111.7848129272461	-4.5590972900390625	-97.06258392333984	122.3943099975586	1	2.0	6.429875619579278
74.08066602697316	0	0	6.6740186147189	-10.573444315599794	18.06179973983887	12.041199826559247	-29.491065979003906	-13.436761856079102	-15.844833374023438	-43.10774230957031	99.08551788330078	1	1.0	30.898734059747213
92.02268631184086	0	0	3.807629775695017	-17.798687358216146	18.061799739838875	12.041199826559243	7.249298095703125	-32.87866973876953	-7.249298095703125	147.12132263183594	108.13462829589844	1	1.0	12.956713774879518
88.19766683428527	1	0	6.724998761708724	-15.643592030603507	18.061799739838868	12.041199826559245	6.225166320800781	130.67086791992188	-6.225166320800781	-49.329139709472656	109.38232421875	1	1.0	16.781733252435103
82.82498607692737	0	0	0.01671361192912002	-11.350328775858564	18.061799739838868	12.041199826559247	14.193641662597656	45.125938415527344	-14.193641662597656	-134.8740692138672	101.59437561035156	1	1.0	22.154414009793
80.83877908365989	0	0	0.09655494688883337	-9.988835203978425	18.061799739838875	12.041199826559247	16.873558044433594	-42.93914031982422	-16.873558044433594	137.06085205078125	101.04949951171875	1	1.0	24.140621003060488
98.0056026302548	1	0	6.182032783825017	-11.439922757148747	18.061799739838875	12.041199826559247	12.958808898925781	115.9755630493164	-8.155021667480469	-76.27538299560547	122.8507308959961	1	2.0	6.973797456465576
83.58798328514591	2	0	6.889468300723465	-13.477896937910444	18.06179973983887	12.041199826559247	7.6674957275390625	-122.01426696777344	-7.6674957275390625	57.98573303222656	107.10255432128906	1	1.0	21.391416801574465
85.74217288129277	2	0	5.459868157290848	-8.09972675764702	18.061799739838875	12.041199826559247	17.458755493164062	-124.9488754272461	-20.603004455566406	140.4889373779297	113.20531463623047	1	2.0	19.2372272054276
85.89500714111321	1	0	6.861474988593927	-14.590248006401506	18.061799739838875	12.041199826559247	6.870353698730469	126.59683990478516	-6.870353698730469	-53.403160095214844	108.26923370361328	1	1.0	19.084392945607163
84.91216176795155	0	0	6.98866520141604	-12.512485722991798	18.061799739838868	12.041199826559247	-4.6570587158203125	17.539640426635742	-6.540771484375	72.25770568847656	109.49137115478516	1	2.0	20.06723831876883
100.5278586830636	0	0	6.625265914199991	-11.91107803146074	18.061799739838875	12.04119982655925	1.2848663330078125	17.500818252563477	-6.789176940917969	-100.30270385742188	125.34504699707031	1	2.0	4.451541403656776
75.83153268175518	0	0	5.990119683095403	-9.271751235462503	18.06179973983887	12.041199826559248	13.965278625488281	5.6095099449157715	-13.965278625488281	-174.39048767089844	102.65290069580078	1	1.0	29.147867404965197
83.53845597852586	1	0	6.9411472552460545	-14.669198925689127	18.061799739838868	12.041199826559247	1.995391845703125	133.25172424316406	-11.380111694335938	-31.028196334838867	103.7805404663086	1	1.0	21.440944108194515
88.86616647696961	0	0	-3.140898299047933	-11.580922774686613	18.061799739838868	12.041199826559248	11.277175903320312	-57.48817825317383	-11.277175903320312	122.51182556152344	104.24734497070312	1	1.0	16.113233609750765
62.58482716013673	0	0	-0.2814078899115682	0.7987889288903691	18.061799739838868	12.041199826559247	40.14529037475586	12.260149955749512	-40.145294189453125	-167.73985290527344	93.20520782470703	1	1.0	42.394572926583635
86.38028374608405	2	0	2.5145860464137613	-15.669449183249334	18.061799739838868	12.041199826559247	1.6202545166015625	-113.42639923095703	-1.6202545166015625	66.57360076904297	103.32865142822266	0	1.0	18.59911634063633
71.04963716191736	2	0	-2.182521680991149	-2.987174373503354	18.061799739838875	12.041199826559248	30.292205810546875	-159.6466522216797	-30.292205810546875	20.353349685668945	95.98294067382812	1	1.0	33.929762924803015
66.28797488960028	1	0	1.0881537400521122	-1.8351338105441553	18.061799739838868	12.041199826559248	31.312583923339844	98.262451171875	-31.312583923339844	-81.737548828125	95.64402770996094	1	1.0	38.69142519712011
83.97502652550658	0	0	6.607189645320177	-14.094822097280982	18.061799739838875	12.041199826559247	8.777610778808594	-7.521701335906982	-8.777610778808594	172.47830200195312	106.59040069580078	1	1.0	21.004373561213797
74.26388437354639	2	0	1.2655995200613663	-6.323508260030321	18.061799739838868	12.041199826559247	19.119918823242188	-83.8720932006836	-19.119918823242188	96.1279067993164	99.30897521972656	1	1.0	30.715515713173986
101.78273622091788	2	0	4.549469827501731	-18.031398018083628	18.061799739838868	12.041199826559247	-5.852302551269531	-154.7306365966797	-7.9844970703125	-153.70433044433594	117.41735076904297	1	2.0	3.196663865802492
75.97946678379957	2	0	3.3711569242153114	-7.9394846718572065	18.061799739838875	12.04119982655925	15.089942932128906	-90.9200668334961	-15.089942932128906	89.0799331665039	101.51417541503906	1	1.0	28.99993330292081
82.71447643050648	0	0	2.3634257845510724	-12.743874821616174	18.06179973983887	12.041199826559247	13.460250854492188	35.72208786010742	-13.460250854492188	-144.2779083251953	102.43702697753906	1	1.0	22.264923656213895
